Channel,Status,Subject line or Title,Delivered,Unique Clicked,client
Email,Sent,"⚠️ Domestic Flights NOW Starting @ ₹1,199✈",1019,2.0,mmt
Email,Sent,"Pay 20% Less, Enjoy 100% Comfort & Happiness :)",739507,1020.0,mmt
Email,Sent,🗓️Here’s Why You Gotta Plan Your Leave Soon!,59655,25.0,mmt
Email,Sent,🗓️Here’s Why You Gotta Plan Your Leave Soon!,29705,12.0,mmt
Email,Sent,🗓️Here’s Why You Gotta Plan Your Leave Soon!,14884,16.0,mmt
Email,Sent,🗓️Here’s Why You Gotta Plan Your Leave Soon!,7110811,6112.0,mmt
Email,Sent,🗓️Here’s Why You Gotta Plan Your Leave Soon!,99353,27.0,mmt
Email,Sent,🗓️Here’s Why You Gotta Plan Your Leave Soon!,14639,18.0,mmt
Email,Sent,🗓️Here’s Why You Gotta Plan Your Leave Soon!,9901,7.0,mmt
Email,Sent,🗓️Here’s Why You Gotta Plan Your Leave Soon!,134355,115.0,mmt
Email,Sent,Travel Plans Changing Suddenly?,116616,28.0,mmt
Email,Sent,Last-minute Changes in Business Travel Plans?,116570,34.0,mmt
Email,Sent,Travel Plans Changing Suddenly?,349982,75.0,mmt
Email,Sent,Group Booking=More Savings,43773,53.0,mmt
Email,Sent,Grab Your Chance to Win GOLD,43779,94.0,mmt
Email,Sent,👉 Here’s what you need for a holiday..,108384,257.0,mmt
Email,Sent,👉 Here’s what you need for a holiday..,14922,16.0,mmt
Email,Sent,👉 Here’s what you need for a holiday..,9893,8.0,mmt
Email,Sent,👉 Here’s what you need for a holiday..,29674,11.0,mmt
Email,Sent,👉 Here’s what you need for a holiday..,14635,13.0,mmt
Email,Sent,👉 Here’s what you need for a holiday..,49722,29.0,mmt
Email,Sent,👉 Here’s what you need for a holiday..,84386,57.0,mmt
Email,Sent,Save Big Next Month 🔓 Your Hero+ Benefits,168,1.0,mmt
Email,Sent,REVEALED 🤩 Wow Romantic 💝 Getaway in Maldives 🌴🌊,734376,340.0,mmt
Email,Sent,👉 Here’s what you need for a holiday..,6296553,12227.0,mmt
Email,Sent,Save Big Next Month 🔓 Your Hero Benefits,999,0.0,mmt
Email,Sent,Now Reserve Hotels At ₹1 Or Less,43776,86.0,mmt
Email,Sent,💌 Open This Email to Grab Our Sale Freebies!,129731,319.0,mmt
Email,Sent,💌 Open This Email to Grab Our Sale Freebies!,9887,14.0,mmt
Email,Sent,💌 Open This Email to Grab Our Sale Freebies!,5957,5.0,mmt
Email,Sent,💌 Open This Email to Grab Our Sale Freebies!,24705,17.0,mmt
Email,Sent,💌 Open This Email to Grab Our Sale Freebies!,11651,25.0,mmt
Email,Sent,💌 Open This Email to Grab Our Sale Freebies!,34773,50.0,mmt
Email,Sent,💌 Open This Email to Grab Our Sale Freebies!,68086,39.0,mmt
Email,Suspended,💌 Open This Email to Grab Our Sale Freebies!,0,0.0,mmt
Email,Suspended,💌 Open This Email to Grab Our Sale Freebies!,6650049,5396.0,mmt
Email,Sent,💌 Open This Email to Grab Our Sale Freebies!,1494744,1210.0,mmt
Email,Sent,💌 Open This Email to Grab Our Sale Freebies!,7010038,8563.0,mmt
Email,Sent,We Value Your Opinion,15697,23.0,mmt
Email,Sent,We Value Your Opinion,224919,142.0,mmt
Email,Sent,We Value Your Opinion,35161,19.0,mmt
Email,Sent,Reason 46 to Choose Us 👉,731656,1355.0,mmt
Email,Sent,⚠️Essential Update for International Trip!,9877,5.0,mmt
Email,Sent,⚠️Essential Update for International Trip!,5959,4.0,mmt
Email,Sent,⚠️Essential Update for International Trip!,19830,15.0,mmt
Email,Sent,⚠️Essential Update for International Trip!,11710,8.0,mmt
Email,Sent,⚠️Essential Update for International Trip!,29867,37.0,mmt
Email,Sent,⚠️Essential Update for International Trip!,59584,32.0,mmt
Email,Sent,⚠️Essential Update for International Trips!,276,0.0,mmt
Email,Sent,⚠️Essential Update for International Trips!,530203,137.0,mmt
Email,Sent,⚠️Essential Update for International Trips!,7013821,9390.0,mmt
Email,Sent,📢 LIVE for a Few More Hours ONLY 🛫 🏨,732101,1130.0,mmt
Email,Sent,"This or That, Which One are You?",557556,457.0,mmt
Email,Sent,🔊 Super-Saver Feb Sale is LIVE NOW 🤩,9898,7.0,mmt
Email,Sent,🔊 Super-Saver Feb Sale is LIVE NOW 🤩,4954,4.0,mmt
Email,Sent,🔊 Super-Saver Feb Sale is LIVE NOW 🤩,19854,9.0,mmt
Email,Sent,🔊 Super-Saver Feb Sale is LIVE NOW 🤩,11661,6.0,mmt
Email,Sent,🔊 Super-Saver Feb Sale is LIVE NOW 🤩,24875,17.0,mmt
Email,Sent,🔊 Super-Saver Feb Sale is LIVE NOW 🤩,44755,12.0,mmt
Email,Sent,🔊 Super-Saver Feb Sale is LIVE NOW 🤩,7439241,8429.0,mmt
Email,Sent,🔊 Super-Saver Feb Sale is LIVE NOW 🤩,86818,13.0,mmt
Email,Sent,Get 40% OFF On Domestic & International Hotel Bookings,43387,73.0,mmt
Email,Sent,ONLY TILL TOMORROW: Epic February Deals 🛫 🏨,727071,701.0,mmt
Email,Sent,UPDATE: Something’s Reaching You in 1 DAY!,221616,188.0,mmt
Email,Sent,UPDATE: Something’s Reaching You in 1 DAY!,9893,10.0,mmt
Email,Sent,UPDATE: Something’s Reaching You in 1 DAY!,9939,8.0,mmt
Email,Sent,UPDATE: Something’s Reaching You in 1 DAY!,4956,5.0,mmt
Email,Sent,UPDATE: Something’s Reaching You in 1 DAY!,14912,22.0,mmt
Email,Sent,UPDATE: Something’s Reaching You in 1 DAY!,9625,19.0,mmt
Email,Sent,UPDATE: Something’s Reaching You in 1 DAY!,19902,40.0,mmt
Email,Sent,UPDATE: Something’s Reaching You in 1 DAY!,29679,61.0,mmt
Email,Sent,UPDATE: Something’s Reaching You in 1 DAY!,6094794,10132.0,mmt
Email,Sent,UNLOCKED: Amazing Deals for Business Travel!,111180,62.0,mmt
Email,Sent,Business Travel Becomes Smoother!,111100,39.0,mmt
Email,Sent,UNLOCKED: Amazing Deals for Business Travel!,333367,160.0,mmt
Email,Sent,UNLOCKED: Amazing Deals for Business Travel!,75352,63.0,mmt
Email,Sent,Business Travel Becomes Smoother!,75325,43.0,mmt
Email,Sent,UNLOCKED: Amazing Deals for Business Travel!,226479,134.0,mmt
Email,Sent,Are You A February Hero Yet?,43536,53.0,mmt
Email,Sent,"Flight Prices Starting @ ₹2,700",6529,16.0,mmt
Email,Sent,Reminder: Epic February Deals End Soon!,734001,1605.0,mmt
Email,Sent,We'd Love to Hear Your Thoughts!,15747,23.0,mmt
Email,Sent,We'd Love to Hear Your Thoughts!,225446,229.0,mmt
Email,Sent,We'd Love to Hear Your Thoughts!,35245,45.0,mmt
Email,Sent,1 Unread E-mail from OYO Hotels..,797019,1040.0,mmt
Email,Sent,INSIDE: Up to AED 1200 OFF* on Hotels!,725489,1503.0,mmt
Email,Sent,This Email Has a Unique Valentine’s Gift Idea for You,9821,9.0,mmt
Email,Sent,This Email Has a Unique Valentine’s Gift Idea for You,14832,35.0,mmt
Email,Sent,This Email Has a Unique Valentine’s Gift Idea for You,14922,12.0,mmt
Email,Sent,This Email Has a Unique Valentine’s Gift Idea for You,24871,22.0,mmt
Email,Sent,📩 This Email Has a Unique Valentine’s Gift Idea for You,5732635,6355.0,mmt
Email,Sent,Group Booking=More Savings,36570,116.0,mmt
Email,Sent,FREE Lenskart Membership For You!,4920,15.0,mmt
Email,Sent,FREE Lenskart Membership For You!,9694,48.0,mmt
Email,Sent,FREE Lenskart Membership For You!,9898,35.0,mmt
Email,Sent,FREE Lenskart Membership For You!,19898,78.0,mmt
Email,Sent,UNLOCKED: Special Offers on Flights 🛫,725763,908.0,mmt
Email,Sent,Romantic Retreats for Every Couple!️,6090812,10931.0,mmt
Email,Sent,Mark This E-mail IMPORTANT❗,726282,2116.0,mmt
Email,Sent,Did You Grab Our Epic February Deals Yet?,725429,1700.0,mmt
Email,Sent,FREE Lenskart Membership For You!,15933,114.0,mmt
Email,Sent,FREE Lenskart Membership For You!,9914,40.0,mmt
Email,Sent,FREE Lenskart Membership For You!,9659,37.0,mmt
Email,Sent,📣 HURRY! Super-Saver Saturday is On!,6095386,11796.0,mmt
Email,Sent,This Email Will Be Ineffective Post 14th Feb.,6482163,8497.0,mmt
Email,Sent,We'd love to Hear Your Thoughts!,104007,189.0,mmt
Email,Sent,Today’s Weather Prediction for You!,722736,639.0,mmt
Email,Sent,Radisson Stays @ Up to 30% OFF*. NOW ONLY!,63964,0.0,mmt
Email,Sent,Don’t Miss This Today!,9938,0.0,mmt
Email,Sent,Don’t Miss This Today!,9923,0.0,mmt
Email,Sent,Don’t Miss This Today!,6137454,0.0,mmt
Email,Sent,Don’t Miss This Today!,14945,0.0,mmt
Email,Sent,Radisson Stays @ Up to 30% OFF*. NOW ONLY!,637588,0.0,mmt
Email,Sent,"Mega Discounts on Etihad, Air Arabia & more..",721577,0.0,mmt
Email,Sent,"🕶️ Ai Shapath, Yeh Dekha Matlab Sab Dekha!",70179,0.0,mmt
Email,Sent,UP Ke Ghumakkads & Non- Ghumakkads Ke Liye!,70635,0.0,mmt
Email,Sent,"Kelunga, Here’s 1 Arupatham Surprise for You!",50809,0.0,mmt
Email,Sent,Hero 2.0 Super Profits Inside,43060,0.0,mmt
Email,Sent,✨ WOW Savings with Fantastic February Travel Fest 😍,721932,0.0,mmt
Email,Sent,Business Travel Benefits Awaiting You!,117158,0.0,mmt
Email,Sent,Experience Hassle-free Business Trips!,117179,0.0,mmt
Email,Sent,Business Travel Benefits Awaiting You!,351442,0.0,mmt
Email,Sent,"Tap to Get EPIC Deals at The Fern Habitat, Goa!",48,0.0,mmt
Email,Sent,We'd love to Hear Your Thoughts!,199258,0.0,mmt
Email,Sent,"Tap to Get EPIC Deals at The Fern Habitat, Goa!",593135,0.0,mmt
Email,Sent,😮 Jackpot! Price Drop on Flights ✈,486570,0.0,mmt
Email,Sent,"MMTBLACK Member, You’re Missing Out!",194804,0.0,mmt
Email,Sent,📣 Fantastic February Travel Fest is LIVE!,489042,0.0,mmt
Email,Sent,Reminder: Tomorrow Feb’s Most-Awaited Sale Goes Live!,489166,0.0,mmt
Email,Sent,Know Now: Secret to Easier Int’l Trips,5969715,0.0,mmt
Email,Sent,Grab up to AED 200 OFF* on Return Flights✈,489279,0.0,mmt
Email,Sent,Here’s Your Wedding Gift 🎁,5791109,15295.0,mmt
Email,Sent,FORECAST: 6th Feb is Going to be Special for You :),487741,690.0,mmt
Email,Sent,FREE Lenskart Membership For You!,364712,662.0,mmt
Email,Sent,FREE Lenskart Membership For You!,198395,1021.0,mmt
Email,Sent,Sudden Changes in Business Trip Turning Costly?,75477,35.0,mmt
Email,Sent,Last-minute Changes in Business Travel Plans?,75529,42.0,mmt
Email,Sent,Last-minute Changes in Business Travel Plans?,226494,122.0,mmt
Email,Sent,FREE Lenskart Membership For You! 👓,4840372,12770.0,mmt
Email,Sent,Available Now 👀 Visa-on-Arrival in Georgia!,484394,422.0,mmt
Email,Sent,📢 Enjoy Early Check-in & Late Check-out on Your Trips 😊,489209,431.0,mmt
Email,Sent,We Want To Hear From You!,199438,1195.0,mmt
Email,Sent,📢 Book jüSTa Hotels & Resorts at 30% Lower Rates,43202,15.0,mmt
Email,Sent,Extra Discounts Expiring Soon...,12063,28.0,mmt
Email,Sent,DON’T MISS: Up to 20% OFF* on Fern Hotels & Resorts!,598722,260.0,mmt
Email,Sent,LOOK HERE If You Want More Deals & Benefits!,155286,64.0,mmt
Email,Sent,JUST IN: 🤑 Price Drop on Flights ✈,495889,1117.0,mmt
Email,Sent,Sudden Changes in Business Trip Turning Costly?,119279,40.0,mmt
Email,Sent,Last-minute Changes in Business Travel Plans?,118778,33.0,mmt
Email,Sent,Sudden Changes in Business Trip Turning Costly?,355948,113.0,mmt
Email,Sent,"You’re Welcome, MMTBLACK Member!",262272,357.0,mmt
Email,Sent,Don’t Miss A Discount of ₹1000,1556,3.0,mmt
Email,Sent,Last Chance To Get Your Gift🎁,816,2.0,mmt
Email,Sent,Alert: Transfer of ownership of ‘GOIBIBO’ brand to MakeMyTrip.,369,14.0,mmt
Email,Sent,Alert: Transfer of ownership of ‘GOIBIBO’ brand to MakeMyTrip.,220959,2111.0,mmt
Email,Sent,Reason 46 to Choose Us 👉,499505,582.0,mmt
Email,Sent,AVAIL: Visa-on-Arrival for Your Next Int’l Trip.,500495,2014.0,mmt
Email,Sent,FLAT 50% OFF* on Maldives Stays!,500641,571.0,mmt
Email,Sent,"Clock is Ticking Inside, LITERALLY!",3960644,4337.0,mmt
Email,Sent,😮 Surprise Offer: Extra 10% OFF* on Stays 😮,500759,307.0,mmt
Email,Sent,(1) Unread Message from Trident Hotels.,682478,735.0,mmt
Email,Sent,"Your Friends Have Decided, and You?",500922,389.0,mmt
Email,Sent,Alert: Transfer of ownership of ‘GOIBIBO’ brand to MakeMyTrip.,225288,2306.0,mmt
Email,Sent,Alert: Transfer of ownership of ‘GOIBIBO’ brand to MakeMyTrip.,388,19.0,mmt
Email,Sent,LIVE NOW: CFO’S Favourite Sale!,597403,143.0,mmt
Email,Sent,Sirf 7 Din Aur to Unlock Your Hero 2.0 Super Benefits,42801,65.0,mmt
Email,Sent,1 New Benefit You’ll Love ➡️,501066,672.0,mmt
Email,Sent,You’re Missing Out on These ☹️,264039,155.0,mmt
Email,Sent,🔴 Stop 🟡 Wait 🟢 Save BIG on Your Trip!,6639953,7174.0,mmt
Email,Sent,Lowest Flight Rates With ✨Offer Fare✨,6598,14.0,mmt
Email,Sent,₹1000 Waiting in Your Wallet,1562,4.0,mmt
Email,Sent,₹500 Waiting in Your Wallet,818,7.0,mmt
Email,Sent,Amazing Benefits on Abu Dhabi Staycations ➡️,501172,322.0,mmt
Email,Sent,INSIDE: MAX-VALUE Stays with MMT Exclusive Hotels!,501303,565.0,mmt
Email,Sent,LIVE NOW: CFO’S Favourite Sale!,265137,16.0,mmt
Email,Sent,"NOW OPEN: Vivanta Meghalaya, Shillong!",600000,677.0,mmt
Email,Sent,Transfer of ownership of ‘GOIBIBO’ brand to MakeMyTrip.,392,9.0,mmt
Email,Sent,Transfer of ownership of ‘GOIBIBO’ brand to MakeMyTrip.,226311,1265.0,mmt
Email,Sent,⏰ Ends Soon: Stamp-that-Passport Sale!,1336964,899.0,mmt
Email,Sent,Your Itinerary for the Long Weekends of 2023,6547890,16221.0,mmt
Email,Sent,Found: What Your Passport Needs!,50000,76.0,mmt
Email,Sent,Your Passport Needs a Refill!,3912343,5174.0,mmt
Email,Sent,"Pay 20% Less, Enjoy 100% Comfort & Happiness :)",501420,204.0,mmt
Email,Sent,LIVE: Air India’s #FLYAI Sale!,4151966,24821.0,mmt
Email,Sent,We'd love to Hear Your Thoughts!,127750,78.0,mmt
Email,Sent,Found: What Your Passport Needs!,50000,59.0,mmt
Email,Sent,4-Days ONLY: Stamp-That-Passport Sale ➡️,1238369,925.0,mmt
Email,Sent,Found: What Your Passport Needs!,50000,54.0,mmt
Email,Sent,Get Your myPartner Extra Offers👉,11817,20.0,mmt
Email,Sent,Grab Your Chance to Win GOLD,42521,0.0,mmt
Email,Sent,GRAB: WOW Benefits on Dubai Staycations!,501521,454.0,mmt
Email,Sent,Found: What Your Passport Needs!,5523974,8262.0,mmt
Email,Sent,Important Task Added to Your To-Do!,600000,190.0,mmt
Email,Sent,Business Travel Benefits Awaiting You!,52434,3.0,mmt
Email,Sent,Experience Hassle-free Business Trips!,52434,3.0,mmt
Email,Sent,Business Travel Benefits Awaiting You!,154449,13.0,mmt
Email,Sent,NEWS: Price Drop on Flights ✈️,501661,1699.0,mmt
Email,Sent,📢 Listen Aapko Bhi Bulaawaa Aa Gaya..,6340280,6729.0,mmt
Email,Sent,We Have A Gift To Restart Your Journey With Us,818,7.0,mmt
Email,Sent,We Have A Gift To Start Your Journey With Us,1562,1.0,mmt
Email,Sent,Our Sale Ends TOMORROW⚠,50000,91.0,mmt
Email,Sent,Transfer of ownership of ‘GOIBIBO’ brand to MakeMyTrip.,403,18.0,mmt
Email,Sent,Transfer of ownership of ‘GOIBIBO’ brand to MakeMyTrip.,227674,2059.0,mmt
Email,Sent,👉 Up to 30% OFF* on Stays in Dubai!,502000,325.0,mmt
Email,Sent,This Email Has Important Info for Your Trips.,4028605,4371.0,mmt
Email,Sent,NEW: Savings-Packed Staycations Across UAE!,502017,717.0,mmt
Email,Sent,Business Travel Benefits Awaiting You!,126288,24.0,mmt
Email,Sent,Experience Hassle-free Business Trips!,126288,21.0,mmt
Email,Sent,Business Travel Benefits Awaiting You!,378864,107.0,mmt
Email,Sent,Tap Here for Good News!,3756271,5875.0,mmt
Email,Sent,We'd love to Hear Your Thoughts!,138530,111.0,mmt
Email,Sent,Are You A January Hero Yet?,42565,75.0,mmt
Email,Sent,💬 Message Received with Important Update.,2300186,6887.0,mmt
Email,Sent,💬 Message Received with Important Update.,2304918,9007.0,mmt
Email,Sent,Is Saal Hogi Extra Bachat!,42565,42.0,mmt
Email,Sent,Available Now 👀 Visa-on-Arrival in 🌊 Maldives🌴,502108,294.0,mmt
Email,Sent,🤩 WOW Offer on Hotel Riu Dubai!,502226,779.0,mmt
Email,Sent,Hilton Hotels: Your Address for Perfect Business Stays!,600000,311.0,mmt
Email,Sent,Something for you in a few hours...,4564549,8828.0,mmt
Email,Sent,Flight Tickets @ Up to AED 500 OFF*.,502385,0.0,mmt
Email,Sent,📢 Book Bloom Hotels at 30% Lower Rates,42312,0.0,mmt
Email,Sent,Your January 2023 Calendar is Ready!,6686870,0.0,mmt
Email,Sent,We'd love to Hear Your Thoughts!,50855,0.0,mmt
Email,Sent,UNLOCKED: Amazing Deals for Business Travel!,78785,0.0,mmt
Email,Sent,Business Travel Becomes Smoother!,78785,0.0,mmt
Email,Sent,Business Travel Becomes Smoother!,236357,0.0,mmt
Email,Sent,📢 Enjoy Early Check-in & Late Check-out on Your Trips 😊,502581,0.0,mmt
Email,Sent,📢 Book Royal Orchid Hotels at 30% Lower Rates,42348,0.0,mmt
Email,Sent,Hero 2.0 Super Profits Inside,42348,0.0,mmt
Email,Sent,Up to 60% OFF* on Stays @ Luxurious Hotels in Maldives!,502723,0.0,mmt
Email,Sent,LAUNCHED: Easy Forex Solutions for Int’l Trips!,3839636,0.0,mmt
Email,Sent,UNLOCKED: Amazing Deals for Business Travel!,126373,72.0,mmt
Email,Sent,Business Travel Becomes Smoother!,126373,50.0,mmt
Email,Sent,UNLOCKED: Amazing Deals for Business Travel!,379122,231.0,mmt
Email,Sent,✨Georgia Welcomes You with Visa-on-Arrival✨,502811,370.0,mmt
Email,Sent,"NOW OPEN: Taj Wayanad Resort & Spa, Kerala!",600000,2028.0,mmt
Email,Sent,LOOK HERE If You Want More Deals & Benefits!,398223,60.0,mmt
Email,Sent,➡ 1 Tap for Worry-Free Travel Bookings.,502884,157.0,mmt
Email,Sent,We'd love to Hear Your Thoughts!,100000,313.0,mmt
Email,Sent,➡️Surprise Offer: Extra 10% OFF* on Stays 😊,502995,146.0,mmt
Email,Sent,☞ FLAT 60% OFF* on Stays @ Hotel Riu Dubai!,503102,442.0,mmt
Email,Sent,FOR YOU: Limitless Stays at Accor Hotels!,600000,502.0,mmt
Email,Sent,Grab up to AED 200 OFF* on Return Flights✈,503246,795.0,mmt
Email,Sent,#JustForYou: A WOW Offer at The Leela Palace Chennai!,309198,685.0,mmt
Email,Sent,Travel Plans Changing Suddenly?,78810,61.0,mmt
Email,Sent,Last-minute Changes in Business Travel Plans?,78810,52.0,mmt
Email,Sent,Travel Plans Changing Suddenly?,236433,194.0,mmt
Email,Sent,AVAIL: Visa-on-Arrival for Your Next Int’l Trip.,503451,2695.0,mmt
Email,Sent,This E-mail is of HIGH IMPORTANCE!,395932,130.0,mmt
Email,Sent,Travel Plans Changing Suddenly?,126417,54.0,mmt
Email,Sent,Last-minute Changes in Business Travel Plans?,126417,35.0,mmt
Email,Sent,Travel Plans Changing Suddenly?,379255,145.0,mmt
Email,Sent,Tap Here to Get Up to AED 150 OFF*.,503591,630.0,mmt
Email,Sent,Now Serving: What You Love to Eat! 😊,3181402,6041.0,mmt
Email,Sent,INSIDE: MAX-VALUE Stays with MMT Exclusive Hotels!,503735,259.0,mmt
Email,Sent,✨ Happy New Year ✨,503891,295.0,mmt
Email,Sent,ONLY Till 11:59 PM: Up to 50% OFF*.,503962,652.0,mmt
Email,Sent,REVEALED: The Solution for Worry-Free Travel Bookings.,504129,340.0,mmt
Email,Sent,You REALLY NEED What’s Inside!,450000,191.0,mmt
Email,Sent,At Your Door 🚪 Up to 25% OFF* on Flights ✈️,504226,441.0,mmt
Email,Sent,Don’t Miss This Today!,1923502,2278.0,mmt
Email,Sent,Don’t Miss This Today!,1923458,2359.0,mmt
Email,Sent,📎 1 Important Attachment..,6360198,24121.0,mmt
Email,Sent,We’re Calling You for This..,157235,59.0,mmt
Email,Sent,Season’s Magical Stories Await You at Taj!,600000,444.0,mmt
Email,Sent,You REALLY NEED What’s Inside!,6362374,11086.0,mmt
Email,Sent,Do Not Miss: Up to 50% OFF* 😲,504323,369.0,mmt
Email,Sent,You’re Missing Out on New Updates 😲,25687,6.0,mmt
Email,Sent,1 Download Pending❗,32217,15.0,mmt
Email,Sent,You are running out of time 🏃‍♂️,830,2.0,mmt
Email,Sent,You are running out of time 🏃‍♂️,928,2.0,mmt
Email,Sent,CONFIRM Your New Year Plans & Tap Here.,800000,636.0,mmt
Email,Sent,INSIDE: Maldives Stays @ FLAT 50% OFF* :),504429,442.0,mmt
Email,Sent,Answer This Question to Win Great Deals 🥰,450000,59.0,mmt
Email,Sent,Hilton Hotels Bring You Season’s EPIC Stays!,600000,498.0,mmt
Email,Sent,LAUNCHED: Easy Forex Solutions for Int’l Trips!,3850685,5707.0,mmt
Email,Sent,1 Kahaani Sunoge?,800000,519.0,mmt
Email,Sent,Grab up to AED 200 OFF* on Return Flights✈,504537,486.0,mmt
Email,Sent,🔗 Attachment: 1 More Reason to #TakeATrip.,504715,665.0,mmt
Email,Sent,ANNOUNCEMENT: New Airline Introduced✈️,3854153,15701.0,mmt
Email,Sent,Get It or Regret It ⏳,3854216,5759.0,mmt
Email,Sent,You Left Something with Us!,1940404,3198.0,mmt
Email,Sent,You Left Something with Us!,707877,664.0,mmt
Email,Sent,LEAKED: Your Christmas Wishlist,3855667,6795.0,mmt
Email,Sent,⛰️ 🏖️ Huge Offers for Your Year-end Trips 🏖️  ⛰️,504873,351.0,mmt
Email,Sent,Travel Plans Changing Suddenly?,91871,55.0,mmt
Email,Sent,Last-minute Changes in Business Travel Plans,91871,51.0,mmt
Email,Sent,Travel Plans Changing Suddenly?,275613,127.0,mmt
Email,Sent,AVAIL: Visa-on-Arrival for Your Next Int’l Trip.,497954,2367.0,mmt
Email,Sent,Are You A December Hero Yet?,41314,85.0,mmt
Email,Sent,1 IMPORTANT Message from Lemon Tree Hotels.,800000,2465.0,mmt
Email,Sent,Answer This Question to Win Great Deals 🥰,972345,402.0,mmt
Email,Sent,You are running out of time 🏃‍♂️,833,1.0,mmt
Email,Sent,You are running out of time 🏃‍♂️,928,0.0,mmt
Email,Sent,DON’T MISS: Unmatched Year-End Sale 🤩,505239,595.0,mmt
Email,Sent,Travel Plans Changing Suddenly?,126600,34.0,mmt
Email,Sent,Last-minute Changes in Business Travel Plans?,126600,39.0,mmt
Email,Sent,Last-minute Changes in Business Travel Plans?,379803,117.0,mmt
Email,Sent,Open for the Secret to Save Up to AED 500* ✈,505440,502.0,mmt
Email,Sent,Where2Go Edition 7: Wonders of the World for a Magical Winter Break,450000,223.0,mmt
Email,Sent,LANDED: Unmatched Year-End Sale 🛬,505588,894.0,mmt
Email,Sent,"⌛Tik-tik 1, Tik-tik 2...",2346403,2984.0,mmt
Email,Sent,Tap! Tap! Tap! We’ve Got You a WOW Offer :),505673,182.0,mmt
Email,Sent,Answer This Question to Win Great Deals 🥰,6694858,8526.0,mmt
Email,Sent,LIVE NOW: Special Fares on Malaysia Airlines ✈️,50000,291.0,mmt
Email,Sent,₹1000 Credited to Your Wallet 💰,833,7.0,mmt
Email,Sent,₹500 Credited to Your Wallet 💰,929,4.0,mmt
Email,Sent,"WOW Deals for You from Arova Woods Zinc Journey by the Fern, Lonavala!",58,3.0,mmt
Email,Sent,"WOW Deals for You from Arova Woods Zinc Journey by the Fern, Lonavala!",600000,215.0,mmt
Email,Sent,FLAT 50% OFF* on Maldives Stays!,505950,628.0,mmt
Email,Sent,These Properties are SELLING OUT!,996185,788.0,mmt
Email,Sent,Winter Matlab Super Savings,41042,59.0,mmt
Email,Sent,FOUND: Your OOO Message ft. Year-End Savings ;),506149,554.0,mmt
Email,Sent,1 IMPORTANT Message from Lemon Tree Hotels.,996325,2502.0,mmt
Email,Sent,AVAIL: Visa-on-Arrival for Your Next Int’l Trip.,506303,2101.0,mmt
Email,Sent,Unwind at the Latest Jewel: Sawai Man Mahal.,58,2.0,mmt
Email,Sent,"🔊 NEW LOUNGE OPENED UP, NEAR YOU!",4264665,4542.0,mmt
Email,Sent,Unwind at the Latest Jewel: Sawai Man Mahal.,600000,260.0,mmt
Email,Sent,Stay a Step Ahead with 100% GST Guarantee..,126662,19.0,mmt
Email,Sent,Get Guaranteed GST Invoices on Business Trips!,126662,32.0,mmt
Email,Sent,Get Guaranteed GST Invoices on Business Trips!,379990,78.0,mmt
Email,Sent,Where2Go Edition 7: Wonders of the World for a Magical Winter Break,450000,77.0,mmt
Email,Sent,ALL Eyes 👀 Here ➡️ Unmatched Year-End Sale!,506476,513.0,mmt
Email,Sent,Where2Go Edition 7: Wonders of the World for a Magical Winter Break,6449158,7540.0,mmt
Email,Sent,Tap Here to Get Up to AED 150 OFF*.,506647,468.0,mmt
Email,Sent,December Essentials #101.,6130277,7438.0,mmt
Email,Sent,"Pay 20% Less, Enjoy 100% Comfort & Happiness :)",506869,507.0,mmt
Email,Sent,➡️Surprise Offer: Extra 10% OFF* on Stays 😊,498875,423.0,mmt
Email,Sent,From/to Bengaluru Airport @ Rs. 999*.,474254,773.0,mmt
Email,Sent,Flight Tickets @ Up to AED 500 OFF*.,497779,297.0,mmt
Email,Sent,Winter-ful Gift by Sterling Hotels!,791303,977.0,mmt
Email,Sent,3 Hours Left for Your Journey to Start..,6071220,8940.0,mmt
Email,Sent,Winter Matlab Super Savings,40554,46.0,mmt
Email,Sent,Inside: Your Damdaar Bonus Cashback,28,0.0,mmt
Email,Sent,Inside: Your Damdaar Bonus Cashback,20,0.0,mmt
Email,Sent,Inside: Your Damdaar Bonus Cashback,21,0.0,mmt
Email,Sent,Inside: Your Damdaar Bonus Cashback,30,0.0,mmt
Email,Sent,Inside: Your Damdaar Bonus Cashback,55,0.0,mmt
Email,Sent,INSIDE: Up to 40% OFF* on Yas Island Hotels!,497495,654.0,mmt
Email,Sent,Business Travel Benefits Awaiting You!,79936,46.0,mmt
Email,Sent,Experience Hassle-free Business Trips!,80049,44.0,mmt
Email,Sent,Business Travel Benefits Awaiting You!,239301,121.0,mmt
Email,Sent,Pay JUST Half on Stays @ Hotel Riu Palace Maldivas!,497625,342.0,mmt
Email,Sent,Business Travel Benefits Awaiting You!,127051,37.0,mmt
Email,Sent,Experience Hassle-free Business Trips!,127002,21.0,mmt
Email,Sent,Business Travel Benefits Awaiting You!,380946,150.0,mmt
Email,Sent,Important Details About Your Passport :),4285380,7668.0,mmt
Email,Sent,Grab NOW: Up to AED 200 OFF* on Round Trips 🛫,498469,1005.0,mmt
Email,Sent,You Have a Memory to Look Back On!,2148657,2898.0,mmt
Email,Sent,You Have a Memory to Look Back On!,133532,219.0,mmt
Email,Sent,This Mail is of HIGH IMPORTANCE!,498608,2816.0,mmt
Email,Sent,👀 Noticed a Movement Around!,6535864,8284.0,mmt
